Column1;Column2;Column3;Column4;Column5
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KP50SSB1000MHD71N1S1G40;;"Число контактов, pin:; 6; Серия:; KP; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 28/66; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KP50SSB1000MHD71N1S1G40";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_kp50ssb1000mhd71n1s1g40/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KP50SSB0600MHN53N1E103;;"Число контактов, pin:; 5;4; Серия:; KP; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 28/66; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KP50SSB0600MHN53N1E103";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_kp50ssb0600mhn53n1e103/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN1000MSHD71N1S1G40;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN1000MSHD71N1S1G40";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn1000mshd71n1s1g40_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN0850MSU05N1A110;;"Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn0850msu05n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN0800MHD61N1A111;;"Число контактов, pin:; 6; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn0800mhd61n1a111/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN0350MHD61N1A110;;"Число контактов, pin:; 6; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn0350mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN1650MSU10N1S1B50;;"Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN1650MSU10N1S1B50; Диапазон измерения, мм:; 1650";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn1650msu10n1s1b50/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN0200MHD61N1A110;;"Число контактов, pin:; 6; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn0200mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KD10CSN0460MHC53N1P103YR25N;;"Число контактов, pin:; 5;4; Серия:; KD; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KD10CSN0460MHC53N1P103YR25N";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kd10csn0460mhc53n1p103yr25n/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KD10CSN0305MHC53N1P103YR23N;;"Число контактов, pin:; 5;4; Серия:; KD; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KD10CSN0305MHC53N1P103YR23N";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kd10csn0305mhc53n1p103yr23n/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GS10MSN0600MSU05N12G70;;"Серия:; GS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50,8/63,5; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gs10msn0600msu05n12g70/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GS10MSN0400MHC51N1A110;;"Число контактов, pin:; 5; Серия:; GS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50,8/63,5; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gs10msn0400mhc51n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GB10FBN0450MHD61N1A110;;"Число контактов, pin:; 6; Серия:; GB; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 39/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gb10fbn0450mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-FM10JS40585MSU20N1A110;;"Серия:; FM; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 30/64; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_fm10js40585msu20n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-ER06BSB0650MHC51N1A110;;"Число контактов, pin:; 5; Серия:; ER; Длина корпуса, мм:; 793; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 5/0; Температура эксплуатации Min, °C:; -40";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_er06bsb0650mhc51n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-ER06BSB0100MHC51N1V110;;"Число контактов, pin:; 5; Серия:; ER; Длина корпуса, мм:; 243; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 5/0; Температура эксплуатации Min, °C:; -40";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_er06bsb0100mhc51n1v110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KD10MSN0560MSU02N1A110YR27N;;"Серия:; KD; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kd10msn0560msu02n1a110yr27n/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-FM10JS40510MSU20N1A110;;"Серия:; FM; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 30/64; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_fm10js40510msu20n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50VSH1750MHB53N1P103;;"Число контактов, pin:; 5;3; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79/73; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KS50VSH1750MHB53N1P103";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50vsh1750mhb53n1p103/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSB0350MHD61N1V110;;"Число контактов, pin:; 6; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsb0350mhd61n1v110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSB2750MHD61N1A110;;"Число контактов, pin:; 6; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsb2750mhd61n1a110_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSB0600MHD61N1A110;;"Число контактов, pin:; 6; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsb0600mhd61n1a110_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSB0550MHD71N1S1B30;;"Число контактов, pin:; 7; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 73; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KS50NSB0550MHD71N1S1B30";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsb0550mhd71n1s1b30/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSB0325MHD61N1V110;;"Число контактов, pin:; 6; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsb0325mhd61n1v110_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KP50SSB1700MHD61N1A110;;"Число контактов, pin:; 6; Серия:; KP; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 28/66; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_kp50ssb1700mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KP50SSB0400HC53N1P103;;"Число контактов, pin:; 5;4; Серия:; KP; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 28/66; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KP50SSB0400HC53N1P103";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_kp50ssb0400hc53n1p103/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN1250MSU05N1R100;;"Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN1250MSU05N1R100; Диапазон измерения, мм:; 1250";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn1250msu05n1r100/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN0500MHD71N1S1G10;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN0500MHD71N1S1G10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn0500mhd71n1s1g10/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN0225MSHD71N1S1G40;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN0225MSHD71N1S1G40";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn0225mshd71n1s1g40_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN0200MHD61N1A110;;"Число контактов, pin:; 6; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn0200mhd61n1a110_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN1700MSHD71N1S1B70;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MBN1700MSHD71N1S1B70";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn1700mshd71n1s1b70_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN0410MHN53N1UB03Z1;;"Число контактов, pin:; 5;4; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MBN0410MHN53N1UB03Z1";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn0410mhn53n1ub03z1/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN0200MSU05N1A110;;"Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn0200msu05n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN0050MHD61N1A110;;"Число контактов, pin:; 6; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn0050mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN0650MSU05N1A110;;"Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn0650msu05n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GS10MBN0650MHC51N1A110;;"Число контактов, pin:; 5; Серия:; GS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gs10mbn0650mhc51n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GB10FBN0360MHD61N1A110;;"Число контактов, pin:; 6; Серия:; GB; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 39/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gb10fbn0360mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GB10FBN0100MSU02N1A111;;"Серия:; GB; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 39/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gb10fbn0100msu02n1a111/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-ER06SB0360MHC51N1A110;;"Число контактов, pin:; 5; Серия:; ER; Длина корпуса, мм:; 503; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 5/0; Температура эксплуатации Min, °C:; -40";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_er06sb0360mhc51n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSB0450MSU05N1V120;;"Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsb0450msu05n1v120_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KP50SSB1145MHC53N1P103;;"Число контактов, pin:; 5;4; Серия:; KP; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 28/66; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KP50SSB1145MHC53N1P103";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_kp50ssb1145mhc53n1p103/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBC2750MHD71N1S2G30;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MBC2750MHD71N1S2G30";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbc2750mhd71n1s2g30/;под заказ
Оптический датчик расстояния LANBAO PDB-CM8TGI;30 550 руб.;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pdb_cm8tgi/;в наличии
Оптический датчик расстояния IFM Electronic O1D100;43 900 руб.;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_ifm_electronic_o1d100/;в наличии
Оптический датчик расстояния LANBAO PDB-CM8TGU;30 550 руб.;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pdb_cm8tgu/;в наличии
Оптический датчик расстояния LANBAO PDB-CC50TGI;30 550 руб.;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pdb_cc50tgi/;в наличии
Датчик скорости вращения IFM Electronic DI602A;;;https://sensoren.ru/product/datchik_skorosti_vrashcheniya_ifm_electronic_di602a/;под заказ
;;;https://sensoren.ru/product/datchik_skorosti_vrashcheniya_sensor_dks_m30_81s_1113_lg_01/;
;;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pda_cc100tgi/;
;;;https://sensoren.ru/product/datchik_skorosti_vrashcheniya_ifm_electronic_di0101/;
;;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pda_cc50tgi/;
;;;https://sensoren.ru/product/magnitostriktsionnye-datchiki-lineynykh-peremeshcheniy-mts-sensors-temposonics-rh/;
;;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_ifm_electronic_o5d100/;
;;;https://sensoren.ru/product/datchik_skorosti_vrashcheniya_ifm_electronic_di5020/;
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN0150MSU10N1R100;;"Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MBN0150MSU10N1R100; Диапазон измерения, мм:; 150";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn0150msu10n1r100/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KD10MSN0050MHD71N1S2B20SR01N;;"Число контактов, pin:; 7; Серия:; KD; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KD10MSN0050MHD71N1S2B20SR01N";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kd10msn0050mhd71n1s2b20sr01n/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GB10FSN0200MSU10N1S1G30;;"Серия:; GB; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 40/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-GB10FSN0200MSU10N1S1G30; Диапазон измерения, мм:; 200";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gb10fsn0200msu10n1s1g30/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GB10FBN0800MHD61N1A110;;"Число контактов, pin:; 6; Серия:; GB; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 39/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gb10fbn0800mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSH0700MHC53B1P103;;"Число контактов, pin:; 5;4; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79/73; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KS50NSH0700MHC53B1P103";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsh0700mhc53b1p103/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSB2650MHD81N1A110;;"Число контактов, pin:; 6; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsb2650mhd81n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSB1400MHD61N1A110;;"Число контактов, pin:; 6; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsb1400mhd61n1a110_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KP50SSB0200MHD71N1S2G30;;"Число контактов, pin:; 6; Серия:; KP; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 28/66; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KP50SSB0200MHD71N1S2G30";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_kp50ssb0200mhd71n1s2g30/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN1350MHD61N1A110;;"Число контактов, pin:; 6; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn1350mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN1150MSU10N1A110;;"Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn1150msu10n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN0600MSHD71N1S1G40;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN0600MSHD71N1S1G40";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn0600mshd71n1s1g40_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN0150MHD62A1P103;;"Число контактов, pin:; 6; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN0150MHD62A1P103";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn0150mhd62a1p103/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN0050MSU02N1S2G10;;"Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN0050MSU02N1S2G10; Диапазон измерения, мм:; 50";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn0050msu02n1s2g10/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN0050MHD71N1S2B21;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN0050MHD71N1S2B21";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn0050mhd71n1s2b21/;под заказ
